permutation_vs_rfecv,permutation_vs_inactivity,rfecv_vs_inactivity,permutation_rfecv_overlap_count,permutation_inactivity_overlap_count,rfecv_inactivity_overlap_count,all_overlap_count,permutation_rfecv_overlap_features,permutation_inactivity_overlap_features,rfecv_inactivity_overlap_features,all_overlap_features,n_importance_features,n_rfecv_features,n_zero_dominated_features
0.8235294117647058,0.2222222222222222,0.23529411764705882,14,4,4,4,"['12_hour_day_activity', '12_hour_night_activity', 'IV', 'activity_afternoon', 'activity_night', 'day_night_ratio', 'inactive_afternoon', 'inactive_evening', 'inactive_morning', 'inactive_night', 'inactive_ratio', 'longest_inactivity', 'mean_absolute_change_activity', 'sd']","['inactive_afternoon', 'inactive_evening', 'inactive_morning', 'longest_inactivity']","['inactive_afternoon', 'inactive_evening', 'inactive_morning', 'longest_inactivity']","['inactive_afternoon', 'inactive_evening', 'inactive_morning', 'longest_inactivity']",16,15,6
