sample_type,classifier,name,feature_set,feature_set_type,n_features,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,average_precision_mean,average_precision_std,f1_mean,f1_std,precision_mean,precision_std,recall_mean,recall_std
person,Random Forest,RandomForestClassifier_base,base,manual,7,0.849,0.129,0.84,0.139,0.915,0.086,0.808,0.173,0.843,0.135,0.78,0.204
person,Random Forest,RandomForestClassifier_rfecv_selected,rfecv_selected,automatic,10,0.887,0.092,0.882,0.097,0.928,0.06,0.86,0.116,0.91,0.111,0.83,0.154
person,Logistic Regression,LogisticRegression_full,full,manual,48,0.924,0.074,0.927,0.076,0.962,0.04,0.91,0.092,0.877,0.104,0.95,0.1
person,Logistic Regression,LogisticRegression_select_from_model,select_from_model,automatic,20,0.942,0.079,0.942,0.082,0.959,0.066,0.932,0.097,0.917,0.105,0.95,0.1
person,Decision Tree,DecisionTreeClassifier_base,base,manual,7,0.831,0.138,0.823,0.133,0.841,0.163,0.803,0.148,0.84,0.196,0.78,0.129
person,Decision Tree,DecisionTreeClassifier_rfecv_selected,rfecv_selected,automatic,2,0.889,0.068,0.873,0.07,0.871,0.088,0.853,0.084,0.96,0.08,0.78,0.129
