sample_type,classifier,feature_set,feature,zero_proportion,corr_with_inactive_ratio,is_high_inactive,is_high_corr_with_inactivity,is_inactivity_related
person,Decision Tree,automatic_all_candidates,activity_evening,0.0,-0.353,False,False,False
person,Decision Tree,automatic_all_candidates,activity_afternoon,0.0,-0.35,False,False,False
person,Decision Tree,automatic_all_candidates,activity_morning,0.0,-0.364,False,False,False
person,Decision Tree,automatic_all_candidates,inactive_night,0.0,0.788,False,True,True
person,Decision Tree,automatic_positive_permutation,inactive_evening,0.019,0.866,False,True,True
person,Decision Tree,automatic_positive_permutation,daily_mean_activity_variance,0.0,-0.101,False,False,False
person,Decision Tree,automatic_positive_permutation,sd,0.0,-0.377,False,False,False
person,Decision Tree,automatic_positive_permutation,inactive_ratio,0.0,,False,False,False
person,Decision Tree,automatic_positive_permutation,day_night_ratio,0.0,0.29,False,False,False
person,Decision Tree,automatic_rfecv_selected,inactive_evening,0.019,0.866,False,True,True
person,Decision Tree,automatic_rfecv_selected,daily_mean_activity_variance,0.0,-0.101,False,False,False
