sample type,classifier,name,scores,metadata
person,Logistic Regression,LogisticRegression manual activity rhythm inactivity reduced,"{'accuracy': array([0.81818182, 0.81818182, 0.81818182, 0.90909091, 0.7       ]), 'balanced_accuracy': array([0.81666667, 0.81666667, 0.85714286, 0.875     , 0.66666667]), 'average_precision': array([0.94285714, 0.835     , 0.67916667, 0.86111111, 0.70486111]), 'f1': array([0.8       , 0.8       , 0.8       , 0.85714286, 0.57142857]), 'precision': array([0.8       , 0.8       , 0.66666667, 1.        , 0.66666667]), 'recall': array([0.8 , 0.8 , 1.  , 0.75, 0.5 ])}","{'analysis': 'inactivity_dominance', 'feature_set': 'manual_activity_rhythm', 'feature_set_type': 'inactivity_reduced', 'removed_features': [], 'n_features': 3, 'features': ['IS', 'IV', 'RA']}"
person,Logistic Regression,LogisticRegression manual hourly activity baseline,"{'accuracy': array([0.81818182, 0.81818182, 0.90909091, 1.        , 0.9       ]), 'balanced_accuracy': array([0.83333333, 0.81666667, 0.92857143, 1.        , 0.875     ]), 'average_precision': array([0.94285714, 0.94285714, 0.8875    , 1.        , 0.89285714]), 'f1': array([0.83333333, 0.8       , 0.88888889, 1.        , 0.85714286]), 'precision': array([0.71428571, 0.8       , 0.8       , 1.        , 1.        ]), 'recall': array([1.  , 0.8 , 1.  , 1.  , 0.75])}","{'analysis': 'inactivity_dominance', 'feature_set': 'manual_hourly_activity', 'feature_set_type': 'inactivity_baseline', 'n_features': 24, 'features': ['mean_activity_0', 'mean_activity_1', 'mean_activity_2', 'mean_activity_3', 'mean_activity_4', 'mean_activity_5', 'mean_activity_6', 'mean_activity_7', 'mean_activity_8', 'mean_activity_9', 'mean_activity_10', 'mean_activity_11', 'mean_activity_12', 'mean_activity_13', 'mean_activity_14', 'mean_activity_15', 'mean_activity_16', 'mean_activity_17', 'mean_activity_18', 'mean_activity_19', 'mean_activity_20', 'mean_activity_21', 'mean_activity_22', 'mean_activity_23']}"
person,Logistic Regression,LogisticRegression manual hourly activity shuffled y,"{'accuracy': array([0.63636364, 0.72727273, 0.81818182, 0.72727273, 0.4       ]), 'balanced_accuracy': array([0.65      , 0.73333333, 0.75      , 0.73214286, 0.375     ]), 'average_precision': array([0.48095238, 0.83333333, 0.69375   , 0.67777778, 0.38819444]), 'f1': array([0.66666667, 0.72727273, 0.66666667, 0.66666667, 0.25      ]), 'precision': array([0.57142857, 0.66666667, 1.        , 0.6       , 0.25      ]), 'recall': array([0.8 , 0.8 , 0.5 , 0.75, 0.25])}","{'analysis': 'validation_check', 'feature_set': 'manual_hourly_activity', 'feature_set_type': 'shuffled_y', 'n_features': 24, 'features': ['mean_activity_0', 'mean_activity_1', 'mean_activity_2', 'mean_activity_3', 'mean_activity_4', 'mean_activity_5', 'mean_activity_6', 'mean_activity_7', 'mean_activity_8', 'mean_activity_9', 'mean_activity_10', 'mean_activity_11', 'mean_activity_12', 'mean_activity_13', 'mean_activity_14', 'mean_activity_15', 'mean_activity_16', 'mean_activity_17', 'mean_activity_18', 'mean_activity_19', 'mean_activity_20', 'mean_activity_21', 'mean_activity_22', 'mean_activity_23'], 'shuffled_y': True}"
person,Logistic Regression,LogisticRegression manual hourly activity inactivity reduced,"{'accuracy': array([0.81818182, 0.81818182, 0.90909091, 1.        , 0.9       ]), 'balanced_accuracy': array([0.83333333, 0.81666667, 0.92857143, 1.        , 0.875     ]), 'average_precision': array([0.94285714, 0.94285714, 0.8875    , 1.        , 0.89285714]), 'f1': array([0.83333333, 0.8       , 0.88888889, 1.        , 0.85714286]), 'precision': array([0.71428571, 0.8       , 0.8       , 1.        , 1.        ]), 'recall': array([1.  , 0.8 , 1.  , 1.  , 0.75])}","{'analysis': 'inactivity_dominance', 'feature_set': 'manual_hourly_activity', 'feature_set_type': 'inactivity_reduced', 'removed_features': [], 'n_features': 24, 'features': ['mean_activity_0', 'mean_activity_1', 'mean_activity_2', 'mean_activity_3', 'mean_activity_4', 'mean_activity_5', 'mean_activity_6', 'mean_activity_7', 'mean_activity_8', 'mean_activity_9', 'mean_activity_10', 'mean_activity_11', 'mean_activity_12', 'mean_activity_13', 'mean_activity_14', 'mean_activity_15', 'mean_activity_16', 'mean_activity_17', 'mean_activity_18', 'mean_activity_19', 'mean_activity_20', 'mean_activity_21', 'mean_activity_22', 'mean_activity_23']}"
person,Logistic Regression,LogisticRegression manual six hour bins baseline,"{'accuracy': array([0.90909091, 0.72727273, 0.72727273, 0.90909091, 0.7       ]), 'balanced_accuracy': array([0.91666667, 0.73333333, 0.78571429, 0.92857143, 0.66666667]), 'average_precision': array([1.        , 0.85833333, 0.83035714, 0.8875    , 0.79861111]), 'f1': array([0.90909091, 0.72727273, 0.72727273, 0.88888889, 0.57142857]), 'precision': array([0.83333333, 0.66666667, 0.57142857, 0.8       , 0.66666667]), 'recall': array([1. , 0.8, 1. , 1. , 0.5])}","{'analysis': 'inactivity_dominance', 'feature_set': 'manual_six_hour_bins', 'feature_set_type': 'inactivity_baseline', 'n_features': 8, 'features': ['activity_night', 'activity_morning', 'activity_afternoon', 'activity_evening', 'inactive_night', 'inactive_morning', 'inactive_afternoon', 'inactive_evening']}"
person,Logistic Regression,LogisticRegression manual six hour bins shuffled y,"{'accuracy': array([0.36363636, 0.54545455, 0.72727273, 0.36363636, 0.4       ]), 'balanced_accuracy': array([0.35      , 0.55      , 0.73214286, 0.33928571, 0.375     ]), 'average_precision': array([0.43555556, 0.55873016, 0.55277778, 0.30833333, 0.42986111]), 'f1': array([0.22222222, 0.54545455, 0.66666667, 0.22222222, 0.25      ]), 'precision': array([0.25, 0.5 , 0.6 , 0.2 , 0.25]), 'recall': array([0.2 , 0.6 , 0.75, 0.25, 0.25])}","{'analysis': 'validation_check', 'feature_set': 'manual_six_hour_bins', 'feature_set_type': 'shuffled_y', 'n_features': 8, 'features': ['activity_night', 'activity_morning', 'activity_afternoon', 'activity_evening', 'inactive_night', 'inactive_morning', 'inactive_afternoon', 'inactive_evening'], 'shuffled_y': True}"
person,Logistic Regression,LogisticRegression manual six hour bins inactivity reduced,"{'accuracy': array([0.72727273, 0.63636364, 0.54545455, 0.72727273, 0.6       ]), 'balanced_accuracy': array([0.75      , 0.63333333, 0.64285714, 0.73214286, 0.58333333]), 'average_precision': array([0.77833333, 0.64166667, 1.        , 0.60833333, 0.75      ]), 'f1': array([0.76923077, 0.6       , 0.61538462, 0.66666667, 0.5       ]), 'precision': array([0.625     , 0.6       , 0.44444444, 0.6       , 0.5       ]), 'recall': array([1.  , 0.6 , 1.  , 0.75, 0.5 ])}","{'analysis': 'inactivity_dominance', 'feature_set': 'manual_six_hour_bins', 'feature_set_type': 'inactivity_reduced', 'removed_features': ['inactive_afternoon', 'inactive_evening', 'inactive_morning', 'inactive_night'], 'n_features': 4, 'features': ['activity_night', 'activity_morning', 'activity_afternoon', 'activity_evening']}"
person,Logistic Regression,LogisticRegression manual full baseline,"{'accuracy': array([1.        , 0.90909091, 0.90909091, 1.        , 0.8       ]), 'balanced_accuracy': array([1.        , 0.91666667, 0.92857143, 1.        , 0.79166667]), 'average_precision': array([1.        , 0.96666667, 0.95      , 1.        , 0.89285714]), 'f1': array([1.        , 0.90909091, 0.88888889, 1.        , 0.75      ]), 'precision': array([1.        , 0.83333333, 0.8       , 1.        , 0.75      ]), 'recall': array([1.  , 1.  , 1.  , 1.  , 0.75])}","{'analysis': 'inactivity_dominance', 'feature_set': 'manual_full', 'feature_set_type': 'inactivity_baseline', 'n_features': 48, 'features': ['min', 'max', 'mean', 'median', 'sd', 'mean_activity_0', 'mean_activity_1', 'mean_activity_2', 'mean_activity_3', 'mean_activity_4', 'mean_activity_5', 'mean_activity_6', 'mean_activity_7', 'mean_activity_8', 'mean_activity_9', 'mean_activity_10', 'mean_activity_11', 'mean_activity_12', 'mean_activity_13', 'mean_activity_14', 'mean_activity_15', 'mean_activity_16', 'mean_activity_17', 'mean_activity_18', 'mean_activity_19', 'mean_activity_20', 'mean_activity_21', 'mean_activity_22', 'mean_activity_23', 'inactive_ratio', 'longest_inactivity', 'is_constant_activity', '12_hour_day_activity', '12_hour_night_activity', 'day_night_ratio', 'mean_absolute_change_activity', 'IV', 'RA', 'daily_mean_activity_variance', 'IS', 'activity_night', 'activity_morning', 'activity_afternoon', 'activity_evening', 'inactive_night', 'inactive_morning', 'inactive_afternoon', 'inactive_evening']}"
person,Logistic Regression,LogisticRegression manual full shuffled y,"{'accuracy': array([0.45454545, 0.63636364, 0.54545455, 0.54545455, 0.3       ]), 'balanced_accuracy': array([0.43333333, 0.63333333, 0.48214286, 0.53571429, 0.29166667]), 'average_precision': array([0.56388889, 0.69444444, 0.64285714, 0.53333333, 0.40128968]), 'f1': array([0.25      , 0.6       , 0.28571429, 0.44444444, 0.22222222]), 'precision': array([0.33333333, 0.6       , 0.33333333, 0.4       , 0.2       ]), 'recall': array([0.2 , 0.6 , 0.25, 0.5 , 0.25])}","{'analysis': 'validation_check', 'feature_set': 'manual_full', 'feature_set_type': 'shuffled_y', 'n_features': 48, 'features': ['min', 'max', 'mean', 'median', 'sd', 'mean_activity_0', 'mean_activity_1', 'mean_activity_2', 'mean_activity_3', 'mean_activity_4', 'mean_activity_5', 'mean_activity_6', 'mean_activity_7', 'mean_activity_8', 'mean_activity_9', 'mean_activity_10', 'mean_activity_11', 'mean_activity_12', 'mean_activity_13', 'mean_activity_14', 'mean_activity_15', 'mean_activity_16', 'mean_activity_17', 'mean_activity_18', 'mean_activity_19', 'mean_activity_20', 'mean_activity_21', 'mean_activity_22', 'mean_activity_23', 'inactive_ratio', 'longest_inactivity', 'is_constant_activity', '12_hour_day_activity', '12_hour_night_activity', 'day_night_ratio', 'mean_absolute_change_activity', 'IV', 'RA', 'daily_mean_activity_variance', 'IS', 'activity_night', 'activity_morning', 'activity_afternoon', 'activity_evening', 'inactive_night', 'inactive_morning', 'inactive_afternoon', 'inactive_evening'], 'shuffled_y': True}"
person,Logistic Regression,LogisticRegression manual full inactivity reduced,"{'accuracy': array([1.        , 0.90909091, 0.90909091, 1.        , 0.8       ]), 'balanced_accuracy': array([1.        , 0.91666667, 0.92857143, 1.        , 0.79166667]), 'average_precision': array([1.        , 0.96666667, 0.8875    , 1.        , 0.91666667]), 'f1': array([1.        , 0.90909091, 0.88888889, 1.        , 0.75      ]), 'precision': array([1.        , 0.83333333, 0.8       , 1.        , 0.75      ]), 'recall': array([1.  , 1.  , 1.  , 1.  , 0.75])}","{'analysis': 'inactivity_dominance', 'feature_set': 'manual_full', 'feature_set_type': 'inactivity_reduced', 'removed_features': ['min', 'is_constant_activity', 'inactive_afternoon', 'inactive_evening', 'inactive_morning', 'inactive_night', 'inactive_ratio'], 'n_features': 41, 'features': ['max', 'mean', 'median', 'sd', 'mean_activity_0', 'mean_activity_1', 'mean_activity_2', 'mean_activity_3', 'mean_activity_4', 'mean_activity_5', 'mean_activity_6', 'mean_activity_7', 'mean_activity_8', 'mean_activity_9', 'mean_activity_10', 'mean_activity_11', 'mean_activity_12', 'mean_activity_13', 'mean_activity_14', 'mean_activity_15', 'mean_activity_16', 'mean_activity_17', 'mean_activity_18', 'mean_activity_19', 'mean_activity_20', 'mean_activity_21', 'mean_activity_22', 'mean_activity_23', 'longest_inactivity', '12_hour_day_activity', '12_hour_night_activity', 'day_night_ratio', 'mean_absolute_change_activity', 'IV', 'RA', 'daily_mean_activity_variance', 'IS', 'activity_night', 'activity_morning', 'activity_afternoon', 'activity_evening']}"
person,Logistic Regression,LogisticRegression automatic all candidates baseline,"{'accuracy': array([1.        , 0.90909091, 0.90909091, 0.90909091, 0.8       ]), 'balanced_accuracy': array([1.        , 0.91666667, 0.92857143, 0.875     , 0.79166667]), 'average_precision': array([1.        , 0.96666667, 0.95      , 1.        , 0.89285714]), 'f1': array([1.        , 0.90909091, 0.88888889, 0.85714286, 0.75      ]), 'precision': array([1.        , 0.83333333, 0.8       , 1.        , 0.75      ]), 'recall': array([1.  , 1.  , 1.  , 0.75, 0.75])}","{'analysis': 'inactivity_dominance', 'feature_set': 'automatic_all_candidates', 'feature_set_type': 'inactivity_baseline', 'n_features': 20, 'features': ['mean', 'sd', 'inactive_ratio', 'longest_inactivity', '12_hour_day_activity', '12_hour_night_activity', 'day_night_ratio', 'mean_absolute_change_activity', 'IV', 'RA', 'daily_mean_activity_variance', 'IS', 'activity_night', 'activity_morning', 'activity_afternoon', 'activity_evening', 'inactive_night', 'inactive_morning', 'inactive_afternoon', 'inactive_evening']}"
person,Logistic Regression,LogisticRegression automatic all candidates shuffled y,"{'accuracy': array([0.54545455, 0.72727273, 0.72727273, 0.27272727, 0.5       ]), 'balanced_accuracy': array([0.53333333, 0.73333333, 0.73214286, 0.26785714, 0.5       ]), 'average_precision': array([0.52222222, 0.64166667, 0.775     , 0.49583333, 0.46825397]), 'f1': array([0.44444444, 0.72727273, 0.66666667, 0.2       , 0.44444444]), 'precision': array([0.5       , 0.66666667, 0.6       , 0.16666667, 0.4       ]), 'recall': array([0.4 , 0.8 , 0.75, 0.25, 0.5 ])}","{'analysis': 'validation_check', 'feature_set': 'automatic_all_candidates', 'feature_set_type': 'shuffled_y', 'n_features': 20, 'features': ['mean', 'sd', 'inactive_ratio', 'longest_inactivity', '12_hour_day_activity', '12_hour_night_activity', 'day_night_ratio', 'mean_absolute_change_activity', 'IV', 'RA', 'daily_mean_activity_variance', 'IS', 'activity_night', 'activity_morning', 'activity_afternoon', 'activity_evening', 'inactive_night', 'inactive_morning', 'inactive_afternoon', 'inactive_evening'], 'shuffled_y': True}"
person,Logistic Regression,LogisticRegression automatic all candidates inactivity reduced,"{'accuracy': array([1.        , 0.90909091, 0.90909091, 1.        , 0.8       ]), 'balanced_accuracy': array([1.        , 0.91666667, 0.92857143, 1.        , 0.79166667]), 'average_precision': array([1.        , 0.96666667, 0.95      , 1.        , 0.8875    ]), 'f1': array([1.        , 0.90909091, 0.88888889, 1.        , 0.75      ]), 'precision': array([1.        , 0.83333333, 0.8       , 1.        , 0.75      ]), 'recall': array([1.  , 1.  , 1.  , 1.  , 0.75])}","{'analysis': 'inactivity_dominance', 'feature_set': 'automatic_all_candidates', 'feature_set_type': 'inactivity_reduced', 'removed_features': ['inactive_morning', 'inactive_afternoon', 'inactive_evening', 'inactive_night', 'inactive_ratio'], 'n_features': 15, 'features': ['mean', 'sd', 'longest_inactivity', '12_hour_day_activity', '12_hour_night_activity', 'day_night_ratio', 'mean_absolute_change_activity', 'IV', 'RA', 'daily_mean_activity_variance', 'IS', 'activity_night', 'activity_morning', 'activity_afternoon', 'activity_evening']}"
person,Logistic Regression,LogisticRegression automatic positive permutation baseline,"{'accuracy': array([0.90909091, 0.90909091, 0.90909091, 1.        , 0.8       ]), 'balanced_accuracy': array([0.91666667, 0.91666667, 0.92857143, 1.        , 0.79166667]), 'average_precision': array([1.        , 1.        , 1.        , 1.        , 0.85416667]), 'f1': array([0.90909091, 0.90909091, 0.88888889, 1.        , 0.75      ]), 'precision': array([0.83333333, 0.83333333, 0.8       , 1.        , 0.75      ]), 'recall': array([1.  , 1.  , 1.  , 1.  , 0.75])}","{'analysis': 'inactivity_dominance', 'feature_set': 'automatic_positive_permutation', 'feature_set_type': 'inactivity_baseline', 'n_features': 11, 'features': ['IS', 'daily_mean_activity_variance', 'sd', 'activity_afternoon', 'RA', 'mean', 'activity_evening', '12_hour_night_activity', 'inactive_afternoon', 'longest_inactivity', 'activity_night']}"
person,Logistic Regression,LogisticRegression automatic positive permutation shuffled y,"{'accuracy': array([0.45454545, 0.81818182, 0.72727273, 0.36363636, 0.5       ]), 'balanced_accuracy': array([0.45      , 0.83333333, 0.73214286, 0.33928571, 0.5       ]), 'average_precision': array([0.71111111, 0.72952381, 0.81666667, 0.49583333, 0.38075397]), 'f1': array([0.4       , 0.83333333, 0.66666667, 0.22222222, 0.44444444]), 'precision': array([0.4       , 0.71428571, 0.6       , 0.2       , 0.4       ]), 'recall': array([0.4 , 1.  , 0.75, 0.25, 0.5 ])}","{'analysis': 'validation_check', 'feature_set': 'automatic_positive_permutation', 'feature_set_type': 'shuffled_y', 'n_features': 11, 'features': ['IS', 'daily_mean_activity_variance', 'sd', 'activity_afternoon', 'RA', 'mean', 'activity_evening', '12_hour_night_activity', 'inactive_afternoon', 'longest_inactivity', 'activity_night'], 'shuffled_y': True}"
person,Logistic Regression,LogisticRegression automatic positive permutation inactivity reduced,"{'accuracy': array([1.        , 0.90909091, 0.90909091, 1.        , 0.8       ]), 'balanced_accuracy': array([1.        , 0.91666667, 0.92857143, 1.        , 0.79166667]), 'average_precision': array([1.        , 0.96666667, 1.        , 1.        , 0.8875    ]), 'f1': array([1.        , 0.90909091, 0.88888889, 1.        , 0.75      ]), 'precision': array([1.        , 0.83333333, 0.8       , 1.        , 0.75      ]), 'recall': array([1.  , 1.  , 1.  , 1.  , 0.75])}","{'analysis': 'inactivity_dominance', 'feature_set': 'automatic_positive_permutation', 'feature_set_type': 'inactivity_reduced', 'removed_features': ['inactive_afternoon'], 'n_features': 10, 'features': ['IS', 'daily_mean_activity_variance', 'sd', 'activity_afternoon', 'RA', 'mean', 'activity_evening', '12_hour_night_activity', 'longest_inactivity', 'activity_night']}"
person,Logistic Regression,LogisticRegression automatic rfecv selected baseline,"{'accuracy': array([0.81818182, 0.90909091, 1.        , 1.        , 0.8       ]), 'balanced_accuracy': array([0.83333333, 0.91666667, 1.        , 1.        , 0.79166667]), 'average_precision': array([0.92666667, 0.92666667, 1.        , 1.        , 0.8125    ]), 'f1': array([0.83333333, 0.90909091, 1.        , 1.        , 0.75      ]), 'precision': array([0.71428571, 0.83333333, 1.        , 1.        , 0.75      ]), 'recall': array([1.  , 1.  , 1.  , 1.  , 0.75])}","{'analysis': 'inactivity_dominance', 'feature_set': 'automatic_rfecv_selected', 'feature_set_type': 'inactivity_baseline', 'n_features': 4, 'features': ['sd', '12_hour_night_activity', 'mean_absolute_change_activity', 'activity_night']}"
person,Logistic Regression,LogisticRegression automatic rfecv selected shuffled y,"{'accuracy': array([0.54545455, 0.63636364, 0.54545455, 0.54545455, 0.6       ]), 'balanced_accuracy': array([0.53333333, 0.63333333, 0.48214286, 0.53571429, 0.625     ]), 'average_precision': array([0.63928571, 0.62424242, 0.35132576, 0.36736111, 0.44444444]), 'f1': array([0.44444444, 0.6       , 0.28571429, 0.44444444, 0.6       ]), 'precision': array([0.5       , 0.6       , 0.33333333, 0.4       , 0.5       ]), 'recall': array([0.4 , 0.6 , 0.25, 0.5 , 0.75])}","{'analysis': 'validation_check', 'feature_set': 'automatic_rfecv_selected', 'feature_set_type': 'shuffled_y', 'n_features': 4, 'features': ['sd', '12_hour_night_activity', 'mean_absolute_change_activity', 'activity_night'], 'shuffled_y': True}"
person,Logistic Regression,LogisticRegression automatic rfecv selected inactivity reduced,"{'accuracy': array([0.81818182, 0.90909091, 1.        , 1.        , 0.8       ]), 'balanced_accuracy': array([0.83333333, 0.91666667, 1.        , 1.        , 0.79166667]), 'average_precision': array([0.92666667, 0.92666667, 1.        , 1.        , 0.8125    ]), 'f1': array([0.83333333, 0.90909091, 1.        , 1.        , 0.75      ]), 'precision': array([0.71428571, 0.83333333, 1.        , 1.        , 0.75      ]), 'recall': array([1.  , 1.  , 1.  , 1.  , 0.75])}","{'analysis': 'inactivity_dominance', 'feature_set': 'automatic_rfecv_selected', 'feature_set_type': 'inactivity_reduced', 'removed_features': [], 'n_features': 4, 'features': ['sd', '12_hour_night_activity', 'mean_absolute_change_activity', 'activity_night']}"
person,Decision Tree,DecisionTreeClassifier manual base baseline,"{'accuracy': array([0.63636364, 0.90909091, 0.90909091, 1.        , 0.7       ]), 'balanced_accuracy': array([0.63333333, 0.9       , 0.875     , 1.        , 0.70833333]), 'average_precision': array([0.78181818, 0.925     , 0.95      , 1.        , 0.55      ]), 'f1': array([0.6       , 0.88888889, 0.85714286, 1.        , 0.66666667]), 'precision': array([0.6, 1. , 1. , 1. , 0.6]), 'recall': array([0.6 , 0.8 , 0.75, 1.  , 0.75])}","{'analysis': 'inactivity_dominance', 'feature_set': 'manual_base', 'feature_set_type': 'inactivity_baseline', 'n_features': 7, 'features': ['mean', 'sd', 'inactive_ratio', 'day_night_ratio', 'longest_inactivity', 'mean_absolute_change_activity', 'daily_mean_activity_variance']}"
person,Decision Tree,DecisionTreeClassifier manual base shuffled y,"{'accuracy': array([0.54545455, 0.63636364, 0.36363636, 0.36363636, 0.6       ]), 'balanced_accuracy': array([0.55      , 0.6       , 0.39285714, 0.33928571, 0.625     ]), 'average_precision': array([0.58181818, 0.7       , 0.43465909, 0.40340909, 0.6       ]), 'f1': array([0.54545455, 0.33333333, 0.36363636, 0.22222222, 0.6       ]), 'precision': array([0.5       , 1.        , 0.28571429, 0.2       , 0.5       ]), 'recall': array([0.6 , 0.2 , 0.5 , 0.25, 0.75])}","{'analysis': 'validation_check', 'feature_set': 'manual_base', 'feature_set_type': 'shuffled_y', 'n_features': 7, 'features': ['mean', 'sd', 'inactive_ratio', 'day_night_ratio', 'longest_inactivity', 'mean_absolute_change_activity', 'daily_mean_activity_variance'], 'shuffled_y': True}"
person,Decision Tree,DecisionTreeClassifier manual base inactivity reduced,"{'accuracy': array([0.63636364, 0.72727273, 1.        , 0.72727273, 0.7       ]), 'balanced_accuracy': array([0.63333333, 0.71666667, 1.        , 0.67857143, 0.70833333]), 'average_precision': array([0.78181818, 0.7       , 1.        , 0.61904762, 0.75      ]), 'f1': array([0.6       , 0.66666667, 1.        , 0.57142857, 0.66666667]), 'precision': array([0.6       , 0.75      , 1.        , 0.66666667, 0.6       ]), 'recall': array([0.6 , 0.6 , 1.  , 0.5 , 0.75])}","{'analysis': 'inactivity_dominance', 'feature_set': 'manual_base', 'feature_set_type': 'inactivity_reduced', 'removed_features': ['inactive_ratio'], 'n_features': 6, 'features': ['mean', 'sd', 'day_night_ratio', 'longest_inactivity', 'mean_absolute_change_activity', 'daily_mean_activity_variance']}"
person,Decision Tree,DecisionTreeClassifier manual activity rhythm baseline,"{'accuracy': array([0.45454545, 0.45454545, 0.63636364, 0.63636364, 0.4       ]), 'balanced_accuracy': array([0.46666667, 0.43333333, 0.55357143, 0.71428571, 0.41666667]), 'average_precision': array([0.48181818, 0.46666667, 0.45833333, 0.45833333, 0.36041667]), 'f1': array([0.5       , 0.25      , 0.33333333, 0.66666667, 0.4       ]), 'precision': array([0.42857143, 0.33333333, 0.5       , 0.5       , 0.33333333]), 'recall': array([0.6 , 0.2 , 0.25, 1.  , 0.5 ])}","{'analysis': 'inactivity_dominance', 'feature_set': 'manual_activity_rhythm', 'feature_set_type': 'inactivity_baseline', 'n_features': 3, 'features': ['IS', 'IV', 'RA']}"
person,Decision Tree,DecisionTreeClassifier manual activity rhythm shuffled y,"{'accuracy': array([0.63636364, 0.54545455, 0.45454545, 0.36363636, 0.6       ]), 'balanced_accuracy': array([0.61666667, 0.53333333, 0.41071429, 0.33928571, 0.5       ]), 'average_precision': array([0.55757576, 0.47272727, 0.30681818, 0.32272727, 0.42142857]), 'f1': array([0.5       , 0.44444444, 0.25      , 0.22222222, 0.        ]), 'precision': array([0.66666667, 0.5       , 0.25      , 0.2       , 0.        ]), 'recall': array([0.4 , 0.4 , 0.25, 0.25, 0.  ])}","{'analysis': 'validation_check', 'feature_set': 'manual_activity_rhythm', 'feature_set_type': 'shuffled_y', 'n_features': 3, 'features': ['IS', 'IV', 'RA'], 'shuffled_y': True}"
person,Decision Tree,DecisionTreeClassifier manual activity rhythm inactivity reduced,"{'accuracy': array([0.45454545, 0.45454545, 0.63636364, 0.63636364, 0.4       ]), 'balanced_accuracy': array([0.46666667, 0.43333333, 0.55357143, 0.71428571, 0.41666667]), 'average_precision': array([0.48181818, 0.46666667, 0.45833333, 0.45833333, 0.36041667]), 'f1': array([0.5       , 0.25      , 0.33333333, 0.66666667, 0.4       ]), 'precision': array([0.42857143, 0.33333333, 0.5       , 0.5       , 0.33333333]), 'recall': array([0.6 , 0.2 , 0.25, 1.  , 0.5 ])}","{'analysis': 'inactivity_dominance', 'feature_set': 'manual_activity_rhythm', 'feature_set_type': 'inactivity_reduced', 'removed_features': [], 'n_features': 3, 'features': ['IS', 'IV', 'RA']}"
person,Decision Tree,DecisionTreeClassifier manual hourly activity baseline,"{'accuracy': array([0.81818182, 0.63636364, 0.90909091, 0.81818182, 0.6       ]), 'balanced_accuracy': array([0.83333333, 0.63333333, 0.875     , 0.80357143, 0.625     ]), 'average_precision': array([0.83333333, 0.78181818, 0.84090909, 0.84090909, 0.55      ]), 'f1': array([0.83333333, 0.6       , 0.85714286, 0.75      , 0.6       ]), 'precision': array([0.71428571, 0.6       , 1.        , 0.75      , 0.5       ]), 'recall': array([1.  , 0.6 , 0.75, 0.75, 0.75])}","{'analysis': 'inactivity_dominance', 'feature_set': 'manual_hourly_activity', 'feature_set_type': 'inactivity_baseline', 'n_features': 24, 'features': ['mean_activity_0', 'mean_activity_1', 'mean_activity_2', 'mean_activity_3', 'mean_activity_4', 'mean_activity_5', 'mean_activity_6', 'mean_activity_7', 'mean_activity_8', 'mean_activity_9', 'mean_activity_10', 'mean_activity_11', 'mean_activity_12', 'mean_activity_13', 'mean_activity_14', 'mean_activity_15', 'mean_activity_16', 'mean_activity_17', 'mean_activity_18', 'mean_activity_19', 'mean_activity_20', 'mean_activity_21', 'mean_activity_22', 'mean_activity_23']}"
person,Decision Tree,DecisionTreeClassifier manual hourly activity shuffled y,"{'accuracy': array([0.72727273, 0.63636364, 0.45454545, 0.72727273, 0.4       ]), 'balanced_accuracy': array([0.71666667, 0.63333333, 0.51785714, 0.625     , 0.375     ]), 'average_precision': array([0.70519481, 0.54181818, 0.37215909, 0.59090909, 0.35      ]), 'f1': array([0.66666667, 0.6       , 0.5       , 0.4       , 0.25      ]), 'precision': array([0.75 , 0.6  , 0.375, 1.   , 0.25 ]), 'recall': array([0.6 , 0.6 , 0.75, 0.25, 0.25])}","{'analysis': 'validation_check', 'feature_set': 'manual_hourly_activity', 'feature_set_type': 'shuffled_y', 'n_features': 24, 'features': ['mean_activity_0', 'mean_activity_1', 'mean_activity_2', 'mean_activity_3', 'mean_activity_4', 'mean_activity_5', 'mean_activity_6', 'mean_activity_7', 'mean_activity_8', 'mean_activity_9', 'mean_activity_10', 'mean_activity_11', 'mean_activity_12', 'mean_activity_13', 'mean_activity_14', 'mean_activity_15', 'mean_activity_16', 'mean_activity_17', 'mean_activity_18', 'mean_activity_19', 'mean_activity_20', 'mean_activity_21', 'mean_activity_22', 'mean_activity_23'], 'shuffled_y': True}"
person,Decision Tree,DecisionTreeClassifier manual hourly activity inactivity reduced,"{'accuracy': array([0.81818182, 0.63636364, 0.90909091, 0.81818182, 0.6       ]), 'balanced_accuracy': array([0.83333333, 0.63333333, 0.875     , 0.80357143, 0.625     ]), 'average_precision': array([0.83333333, 0.78181818, 0.84090909, 0.84090909, 0.55      ]), 'f1': array([0.83333333, 0.6       , 0.85714286, 0.75      , 0.6       ]), 'precision': array([0.71428571, 0.6       , 1.        , 0.75      , 0.5       ]), 'recall': array([1.  , 0.6 , 0.75, 0.75, 0.75])}","{'analysis': 'inactivity_dominance', 'feature_set': 'manual_hourly_activity', 'feature_set_type': 'inactivity_reduced', 'removed_features': [], 'n_features': 24, 'features': ['mean_activity_0', 'mean_activity_1', 'mean_activity_2', 'mean_activity_3', 'mean_activity_4', 'mean_activity_5', 'mean_activity_6', 'mean_activity_7', 'mean_activity_8', 'mean_activity_9', 'mean_activity_10', 'mean_activity_11', 'mean_activity_12', 'mean_activity_13', 'mean_activity_14', 'mean_activity_15', 'mean_activity_16', 'mean_activity_17', 'mean_activity_18', 'mean_activity_19', 'mean_activity_20', 'mean_activity_21', 'mean_activity_22', 'mean_activity_23']}"
