name,feature_set,feature_set_type,n_features,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,average_precision_mean,average_precision_std,f1_mean,f1_std,precision_mean,precision_std,recall_mean,recall_std
RandomForestClassifier_manual_base_remove_longest_inactivity,manual_base,ablation,5,0.8209779253832041,0.06891598904919889,0.8154572418992462,0.06904857317092533,0.8259110084254445,0.09179837129035924,0.7581828971141948,0.09498087655228525,0.7279773840013857,0.12404520277219479,0.7956217861697313,0.06865695799884494
RandomForestClassifier_manual_base_remove_inactive_ratio,manual_base,ablation,5,0.8346392971012028,0.053062702337490344,0.827748281365114,0.056534746909930905,0.8362135331950246,0.0949216343900748,0.7728907440718464,0.07901162699038158,0.7428109452736319,0.09026418217432328,0.80626751996615,0.06558354099642714
RandomForestClassifier_manual_six_hour_bins_remove_inactive_morning,manual_six_hour_bins,ablation,7,0.8206086595743617,0.021128224683884755,0.8115104376566933,0.029366514105321293,0.8086262065449944,0.08500450562254735,0.7524025418143065,0.043126712967543224,0.7255365211862387,0.038388193251775435,0.7832735671091836,0.0610423703100313
RandomForestClassifier_manual_six_hour_bins_remove_inactive_afternoon,manual_six_hour_bins,ablation,7,0.8142592745252862,0.029106904114457054,0.8066278610951733,0.034016842775110925,0.8258211590692925,0.0903904560874247,0.7463828194417287,0.049221937057917255,0.7136526491086272,0.05060166433209238,0.783236543784489,0.053746054762781235
RandomForestClassifier_manual_six_hour_bins_remove_inactive_evening,manual_six_hour_bins,ablation,7,0.8048815471528513,0.03908059155637559,0.7968245771690305,0.03937277655087092,0.8106067996491667,0.09288287055826104,0.7347835538667458,0.05562809454948657,0.7051371314305586,0.07199848083298747,0.7695379136475027,0.04575009898644081
RandomForestClassifier_manual_full_remove_is_constant_activity,manual_full,ablation,45,0.8313940801908009,0.05100273263473654,0.8244806720631317,0.053845881631339555,0.8430801821589696,0.09002390498126689,0.768981640613652,0.07517507787243631,0.7383443419260326,0.08795725445696534,0.8033690637800227,0.062414529345822395
RandomForestClassifier_manual_full_remove_min,manual_full,ablation,45,0.8400851979079835,0.051592701928450196,0.8324861352290899,0.05455537120517451,0.8499920915192629,0.09204613572602481,0.7789319130964631,0.07755812651997733,0.7539062359899147,0.09299701485890821,0.807137274260562,0.06181010476320495
RandomForestClassifier_manual_full_remove_inactive_morning,manual_full,ablation,45,0.8367725863552351,0.046534643815212294,0.8329766121790696,0.0464366961284127,0.8372679523538734,0.098084054665152,0.7789808291177783,0.06637577744988617,0.743441310607224,0.08513600274225092,0.8199987071219947,0.04491633305210961
RandomForestClassifier_manual_full_remove_inactive_afternoon,manual_full,ablation,45,0.8389087620946762,0.04603273596828486,0.8338167873295894,0.047327173123530686,0.8457284337998624,0.09091453906116559,0.7798216576676477,0.06878531234946453,0.7479306550539426,0.08586022138173922,0.8165066436299313,0.05156490423340312
RandomForestClassifier_manual_full_remove_inactive_evening,manual_full,ablation,45,0.8369637852319418,0.05189689672524601,0.8317390297973389,0.05085073501619512,0.8441227559681288,0.0900406024063139,0.7781138427248484,0.07316049264224207,0.747937649746987,0.09670538585165686,0.8137669176025341,0.04819771212647333
