name,feature_set,feature_set_type,n_features,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,average_precision_mean,average_precision_std,f1_mean,f1_std,precision_mean,precision_std,recall_mean,recall_std
LogisticRegression_base,base,manual,7,0.9054545454545455,0.0855898348795623,0.905,0.08812869377601523,0.9766666666666668,0.03265986323710906,0.8918181818181818,0.10222322034087707,0.8766666666666666,0.10413666234542206,0.9099999999999999,0.11135528725660043
LogisticRegression_activity_rhythm,activity_rhythm,manual,3,0.8127272727272727,0.06645697048180753,0.8064285714285715,0.07350783196737756,0.8045992063492063,0.09890810916682673,0.7657142857142858,0.09963197585235826,0.7866666666666666,0.12220201853215575,0.77,0.16
LogisticRegression_hourly_activity,hourly_activity,manual,24,0.889090909090909,0.06764027359177552,0.8907142857142857,0.06693144697452993,0.9332142857142856,0.040901823720629754,0.8758730158730158,0.06854790895881029,0.8628571428571428,0.11626851399643316,0.9099999999999999,0.11135528725660043
LogisticRegression_six_hour_bins,six_hour_bins,manual,8,0.7945454545454546,0.09405467022820045,0.8061904761904763,0.10234883217072883,0.8749603174603173,0.06911912462381821,0.7647907647907648,0.12363415397855389,0.7076190476190475,0.09616689951515689,0.86,0.19595917942265426
LogisticRegression_full,full,manual,48,0.9236363636363636,0.07398905436136655,0.9273809523809524,0.07626484465736648,0.9619047619047618,0.0395840046488008,0.9095959595959595,0.09191919191919191,0.8766666666666667,0.10413666234542206,0.95,0.09999999999999999
LogisticRegression_all_candidates,all_candidates,automatic,20,0.9054545454545455,0.06340216645150068,0.9023809523809524,0.06844979291173832,0.9619047619047618,0.0395840046488008,0.881024531024531,0.08092279530256632,0.8766666666666667,0.10413666234542206,0.9,0.1224744871391589
LogisticRegression_positive_permutation,positive_permutation,automatic,11,0.9054545454545455,0.0634021664515007,0.9107142857142858,0.06713272466605562,0.9708333333333334,0.05833333333333335,0.8914141414141413,0.0805234887570577,0.8433333333333334,0.08406346808612326,0.95,0.09999999999999999
LogisticRegression_rfecv_selected,rfecv_selected,automatic,4,0.9054545454545455,0.0855898348795623,0.9083333333333334,0.08498365855987974,0.9331666666666667,0.06867071185495799,0.8984848484848484,0.09696969696969696,0.8595238095238095,0.12103109549656033,0.95,0.09999999999999999
LogisticRegression_select_from_model,select_from_model,automatic,20,0.9418181818181818,0.07916924020755359,0.9416666666666668,0.08164965809277258,0.9594047619047619,0.06580264935495775,0.9318181818181819,0.09748913904330553,0.9166666666666667,0.10540925533894598,0.95,0.09999999999999999
DummyClassifier_most_frequent,baseline,baseline,48,0.5927272727272727,0.04081808058298846,0.5,0.0,0.40727272727272723,0.04081808058298844,0.0,0.0,0.0,0.0,0.0,0.0
