name,feature_set,feature_set_type,n_features,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,average_precision_mean,average_precision_std,f1_mean,f1_std,precision_mean,precision_std,recall_mean,recall_std
RandomForestClassifier_manual_base_remove_inactive_ratio,manual_base,ablation,6,0.8309090909090908,0.149887009785636,0.8233333333333335,0.1569146972791976,0.9278333333333333,0.06430310170504137,0.7942857142857143,0.1855163780656906,0.8133333333333332,0.1654623152798781,0.78,0.20396078054371142
RandomForestClassifier_manual_six_hour_bins_remove_inactive_afternoon,manual_six_hour_bins,ablation,7,0.7600000000000001,0.07032392583932263,0.7628571428571429,0.0858543828624337,0.7860317460317461,0.0627715316058652,0.7066666666666666,0.08000000000000003,0.7366666666666666,0.14,0.74,0.21540659228538014
RandomForestClassifier_manual_six_hour_bins_remove_inactive_evening,manual_six_hour_bins,ablation,7,0.6672727272727272,0.06937739646668697,0.6595238095238095,0.07376726901088496,0.7644285714285715,0.023116754827213433,0.5898412698412697,0.08171505037813927,0.5933333333333334,0.05333333333333332,0.6,0.1378404875209022
RandomForestClassifier_manual_six_hour_bins_remove_inactive_morning,manual_six_hour_bins,ablation,7,0.7581818181818182,0.09545021635204863,0.7604761904761904,0.11356518900699727,0.7513095238095239,0.05543248840684549,0.7053968253968254,0.12097529258478278,0.6966666666666667,0.07023769168568494,0.74,0.21540659228538014
RandomForestClassifier_manual_six_hour_bins_remove_inactive_night,manual_six_hour_bins,ablation,7,0.7418181818181818,0.06443652780607038,0.7485714285714286,0.07411763647257771,0.7654761904761904,0.10827902877548522,0.6921212121212121,0.06731366485776885,0.7176190476190476,0.15400621361555367,0.74,0.21540659228538014
RandomForestClassifier_manual_full_remove_min,manual_full,ablation,47,0.8327272727272728,0.10688682513962956,0.8307142857142858,0.1146927276190931,0.9361428571428572,0.053122115768044015,0.7944444444444444,0.13099806802835107,0.8099999999999999,0.09695359714832658,0.79,0.18
RandomForestClassifier_manual_full_remove_is_constant_activity,manual_full,ablation,47,0.8145454545454547,0.08163616116597688,0.8057142857142858,0.08479466996469631,0.9230714285714285,0.07248834451622514,0.7658730158730158,0.09316527359256628,0.8099999999999999,0.09695359714832658,0.74,0.14628738838327796
RandomForestClassifier_manual_full_remove_inactive_afternoon,manual_full,ablation,47,0.8327272727272728,0.1460895231025503,0.8283333333333334,0.14884742374510737,0.9230714285714285,0.07248834451622514,0.8033333333333333,0.16746475582773962,0.82,0.15684387141358122,0.79,0.18
RandomForestClassifier_manual_full_remove_inactive_evening,manual_full,ablation,47,0.8327272727272728,0.1460895231025503,0.8283333333333334,0.14884742374510737,0.9230714285714285,0.07248834451622514,0.8033333333333333,0.16746475582773962,0.82,0.15684387141358122,0.79,0.18
RandomForestClassifier_manual_full_remove_inactive_morning,manual_full,ablation,47,0.8327272727272728,0.1460895231025503,0.8283333333333334,0.14884742374510737,0.9230714285714285,0.07248834451622514,0.8033333333333333,0.16746475582773962,0.82,0.15684387141358122,0.79,0.18
RandomForestClassifier_manual_full_remove_inactive_night,manual_full,ablation,47,0.8145454545454547,0.12877040879727836,0.8140476190476191,0.13441398804218965,0.9230714285714285,0.07248834451622514,0.7811111111111111,0.1458732749535672,0.78,0.12884098726725127,0.79,0.18
RandomForestClassifier_manual_full_remove_inactive_ratio,manual_full,ablation,47,0.8145454545454547,0.12877040879727836,0.8140476190476191,0.13441398804218965,0.9230714285714285,0.07248834451622514,0.7811111111111111,0.1458732749535672,0.78,0.12884098726725127,0.79,0.18
RandomForestClassifier_automatic_all_candidates_remove_inactive_morning,automatic_all_candidates,ablation,19,0.8327272727272728,0.1460895231025503,0.8283333333333334,0.14884742374510737,0.9155317460317459,0.07700465934668183,0.8033333333333333,0.16746475582773962,0.82,0.15684387141358122,0.79,0.18
RandomForestClassifier_automatic_all_candidates_remove_inactive_afternoon,automatic_all_candidates,ablation,19,0.8327272727272728,0.1460895231025503,0.8283333333333334,0.14884742374510737,0.9155317460317459,0.07700465934668183,0.8033333333333333,0.16746475582773962,0.82,0.15684387141358122,0.79,0.18
RandomForestClassifier_automatic_all_candidates_remove_inactive_evening,automatic_all_candidates,ablation,19,0.8327272727272728,0.1460895231025503,0.8283333333333334,0.14884742374510737,0.9133095238095237,0.08043082688765671,0.8033333333333333,0.16746475582773962,0.82,0.15684387141358122,0.79,0.18
RandomForestClassifier_automatic_all_candidates_remove_inactive_night,automatic_all_candidates,ablation,19,0.8327272727272728,0.10688682513962956,0.8307142857142858,0.1146927276190931,0.9280317460317459,0.06026360168528462,0.7944444444444444,0.13099806802835107,0.8099999999999999,0.09695359714832658,0.79,0.18
RandomForestClassifier_automatic_all_candidates_remove_inactive_ratio,automatic_all_candidates,ablation,19,0.850909090909091,0.12459521235644955,0.8450000000000001,0.12948616399703353,0.9230714285714285,0.07248834451622514,0.8166666666666667,0.1527525231651947,0.85,0.1224744871391589,0.79,0.18
RandomForestClassifier_automatic_positive_permutation_remove_inactive_evening,automatic_positive_permutation,ablation,2,0.7745454545454546,0.10450987536872665,0.7838095238095238,0.11655874503049486,0.9400000000000001,0.10413666234542207,0.7416239316239317,0.12985311188785145,0.7183333333333333,0.17032648388054958,0.82,0.22271057451320087
RandomForestClassifier_automatic_rfecv_selected_remove_inactive_evening,automatic_rfecv_selected,ablation,9,0.8327272727272728,0.1460895231025503,0.8283333333333334,0.14884742374510737,0.926642857142857,0.06719958765125623,0.8033333333333333,0.16746475582773962,0.82,0.15684387141358122,0.79,0.18
RandomForestClassifier_automatic_rfecv_selected_remove_inactive_ratio,automatic_rfecv_selected,ablation,9,0.8327272727272728,0.1460895231025503,0.8283333333333334,0.14884742374510737,0.9314047619047618,0.06074109585464839,0.8033333333333333,0.16746475582773962,0.82,0.15684387141358122,0.79,0.18
