permutation_vs_rfecv,permutation_vs_inactivity,rfecv_vs_inactivity,permutation_rfecv_overlap_count,permutation_inactivity_overlap_count,rfecv_inactivity_overlap_count,all_overlap_count,permutation_rfecv_overlap_features,permutation_inactivity_overlap_features,rfecv_inactivity_overlap_features,all_overlap_features,n_importance_features,n_rfecv_features,n_zero_dominated_features
0.3076923076923077,0.1111111111111111,0.1875,4,1,3,1,"['12_hour_night_activity', 'RA', 'longest_inactivity', 'sd']",['longest_inactivity'],"['inactive_evening', 'inactive_morning', 'longest_inactivity']",['longest_inactivity'],4,13,6
